crag,route_name,route_rating,bouldering_grade,route_difficulty
Maple Canyon,The Diggler,5.13a,V10,2.007675563966333
Joe's Valley,Feels Like Grit,5.12c,V8,2.0143547813822704
LCC,Mr. Smiley,5.11d,V6,1.6023599034466591
LCC,Baldy,5.10c,V4,1.3281657153348507
Joe's Valley,Pocket Rocket,5.11d,V6,-0.04662164732480789
Joe's Valley,3 Weeks,5.11d,V6,1.0144534259840585
Boulder Canyon,Meteor Rhoadblock,5.12b,V8,-0.2522566849811802
Rifle,Easy Skankin,5.12b,V8,0.478883461533919
Joe's Valley,Phoney Baloney,5.12a,V7,0.4950699704989247
New River Gorge,Super Mario,5.13a,V10,1.8780850332481787
Smith Rocks,Blue Light Special,5.11a,V5,-0.03523713337634516
Maple Canyon,Eat Your Liver,5.12b,V8,0.3666592247366018
HP 40,Stepchild,5.12c,V8,1.645188537036868
HP 40,Odd Job,5.12c,V9,2.2471517210486947
Lincoln Woods,Neil's Lunge,5.10c,V4,-0.3510326681767837
Gunks,The Lorax,5.10c,V4,-0.12231433160228117
Rumney,Dodge the Lemons,5.13d,V13,2.694336664458925
Rifle,Skeletor,5.13c,V12,2.516769549270065
Rifle,Apocalypse '95,5.13b,V11,3.090870802393758
American Fork,The Abyss,5.12d,V9,1.9332896031968145
Maple Canyon,La Confianza,5.13b,V11,2.064146001245364
Shagg,Ginseng Route,5.12c,V8,-0.5736132351879981
Sundown,Romper Room,5.12a,V7,0.7483299115454622
Rumney,Social Distortion,5.12b,V8,-0.7126904188323957
Shagg,Two Shaved Heads,5.12b,V8,0.5081967401572742
Rumney,Luau,5.12a,V7,-0.04692292235326237
Rumney,Heaven,5.11a,V5,-0.509867213908265
Castle Rock,Beak Mantle,5.11d,V6,0.17053848438269928
LCC,Fat Albert Gang,5.10c,V4,0.9193434478059131
LCC,Standard Overhang,5.10a,V3,-0.8598432927217861
Red River Gorge,Brother Stair,5.9,V2,-3.4681717811008674
American Fork,Melting,5.13a,V10,2.0013270815744963
American Fork,Princess Di,5.12c,V9,1.648315591887426
American Fork,Beehive,5.12b,V8,0.57218778748801
American Fork,Gordon's Linkup,5.12a,V7,-0.59063185453821
Mt Charleston,Animal Attack,5.12c,V11,1.944161111646705
American Fork,Route 66,5.12a,V7,-0.2776392445589005
Rifle,Sex Machine,5.11d,V6,-2.329536115683345
Rifle,Head full of lead,5.12a,V7,-0.5809884154331023
Priest Draw,Carnivore,5.12c,V8,1.4516857665166605
Priest Draw,Anorexic,5.11d,V6,0.8064447840012468
Clear Creek Canyon,Hanging Judge,5.11b,V6,-1.6383724917520341
Lincoln Woods,Peace Dove,5.11b,V4,-0.3003001918668528
HP 40,It's a Natural,5.12a,V7,1.4330394200927337
Grandmother,Throttle,5.11a,V5,1.7346858556082814
Blowing Rock,The Fin,5.10c,V4,-0.07912649397473373
Foster falls,Dumkopf,5.11d,V6,-1.6395115058677
Foster falls,Lynn's Route,5.11b,V5,-1.7022502590917916
Maple Canyon,Pasties and a g-string,5.11d,V6,-1.3320108309600078
Maple Canyon,The Minister,5.11b,V5,-3.3744040583470034
Maple Canyon,Downloader,5.11a,V5,-2.4835146701665014
Maple Canyon,Devil's Plaything,5.11a,V5,-2.979997763169014
American Fork,39,5.11b,V5,-1.1916561682323696
American Fork,Juggernaut,5.11b,V5,-0.9195958307621355
American Fork,Suicide Blonde,5.11b,V5,-0.9625652197182641
American Fork,Deep End,5.11a,V5,-1.8796738462483473
American Fork,Remote Control,5.11a,V5,-1.8326118631140897
Joe's Valley,Smokin Joe,5.12d,V9,2.071740616070302
Joe's Valley,No Substance,5.12c,V9,1.3894599742011848
Rifle,Drunken monkey,5.12c,,0.9196499144301881
Rifle,Choss Temple Pilots,5.11b,V5,-3.0583597499256197
American Fork,Steel Monkey,5.10d,V4,-2.242637582692346
Maple Canyon,Maple Pickles,5.11a,V5,-2.856570182686376
Maple Canyon,Liquid Zipper,5.10d,V5,-3.3968520427354503
Maple Canyon,Crime Scene,5.11a,V5,-3.1960223149169247
Smugglers Notch,Boomerang,5.11d,V6,0.37819201589186724
Maple Canyon,Football,5.12c,V8,0.6798612950308297
Maple Canyon,Ammo Dump,5.12d,V9,1.7061067675902344
Bishop,Go Granny Go,5.11a,V5,0.6956485654108252
Pawtuckaway,The Professor,5.11a,V5,1.2621078005494861
LCC,Crystal Pinch,5.11d,V6,0.8014755658425569
Foster falls,Darkie the Bum Beast,5.12d,V9,1.0397859501423083
Rumney,Get it On,5.12d,V9,2.532870172732947
Foster falls,Standing Room Only,5.11a,V5,-1.6792933843383457
Foster falls,Something's Always Wrong,5.10d,V4,-2.193755990336389
HP 40,Thugs and Bitches,5.12c,V8,1.9386620389836033
Rumney,Cote D'Azure,5.13b,V11,2.3289041901075906
Smith Rocks,Overboard,5.11b,V5,-0.7667119566781039
Smith Rocks,Entering Relativity,5.11a,V5,-3.3193189267865444
Smith Rocks,Toxic,5.11b,V5,-0.5349668623694903
American Fork,?,5.12a,V7,-0.9258237457786702
RMNP,Deep Puddle Dynamics,5.12d,V9,1.9185869366014412
Rifle,Music for the Dead,5.13b,V11,2.5742639095316413
Rifle,Squeel to Stihl,5.13b,V11,2.394268381913927
Hueco Tanks,Pumped Full of Semen,5.12d,V9,1.2200642502681214
Lincoln Woods,New Dimension,5.12a,V7,0.8261911996512599
Castle Rock,Slap,5.11a,V5,1.6203467069039998
Hound Ears,Flash or Trash,5.11a,V5,-0.68006031172586
New River Gorge,Tarbaby,5.12b,V8,-0.030063896535203975
New River Gorge,Magnitude,5.11d,V6,-0.6768533841817027
New River Gorge,Out of the bag,5.11d,V6,-0.1770350648450437
Joe's Valley,Snake Mouth,5.10c,V4,-1.682866887775297
Joe's Valley,Contact,5.11a,V5,0.41171253174369515
Joe's Valley,High Ride,5.10a,V3,-1.3112060243995274
Joe's Valley,Smoothie,5.11a,V5,0.29407273173552195
Joe's Valley,Get Shorty,5.10a,V3,-2.856769352476582
New River Gorge,Proper Soul,5.14a,V14,2.475825394274669
Joe's Valley,Reading Rainbow,5.11a,V5,-2.155465793214112
Joe's Valley,Pimpin' Jeans,5.10c,V4,-2.3302432278054743
Joe's Valley,Desperate,5.10a,V3,-2.780294398476264
Joe's Valley,Blue Eyed,5.11a,V5,-1.5109659356257816
Rumney,King Cobra,5.13b,V11,2.2129482664123468
Red Rocks,Nirvana,5.13a,V10,0.16401436459687785
Rumney,All-the-way-A,5.11a,V5,-2.371846604598924
Rumney,Apocalypse Later,5.11b,V6,-0.1674586017643123
Rumney,Romancing The Stone,5.10c,V4,-1.9466961244200514
Rumney,Milktoast,5.10d,V5,-1.4232229880007636
Rumney,Three Easy Pieces,5.11a,V5,-2.2972514177157706
Rumney,Squall,5.10d,V4,-2.148485915970641
Rumney,Waimea,5.10d,V5,-2.0162200090213127
Indian creek,Pente,5.11a,V5,-1.7738667656086315
Rumney,Centerpiece,5.10d,V4,-1.96148708045176
Shelf Road,Almost Gothic,5.11d,V6,-2.379752653637111
Shelf Road,Freeform,5.12a,V7,-1.1670490884328157
Wild Iris,Tribal War,5.11b,V5,-2.3733534026900647
Red River Gorge,King Me,5.11b,V5,-2.5627228055177493
Bishop,Joseph,5.10a,V3,-1.462223308669556
Bishop,Weekender,5.10c,V4,-0.8899808544191294
Smith Rocks,Gumby,5.10b,V2,-1.5895950925130045
Red Rocks,Crude Control,5.12a,V7,-1.981655046246307
Lincoln Woods,Try Again,5.11a,V5,1.1664799416803875
Red River Gorge,? Unknown,5.11b,V7,-2.3265912370684383
Red River Gorge,Mr. Bungle,5.8,V1,-3.5189078910350684
Red River Gorge,Hen-ry!,5.11b,V5,-2.372318444144397
Red River Gorge,A.W.O.L.,5.10a,V3,-2.3889550867243434
Red River Gorge,Autumn,5.9,V2,-2.2023961265240004
Red River Gorge,Bandolier,5.11a,V5,-1.8778617570806369
Red River Gorge,Receiver,5.11b,V5,-2.1176387011869573
Red River Gorge,Ode to Poopie Head,5.10c,V4,-1.700353782967073
Red River Gorge,Stool Sample,5.10c,V4,-2.299673165611709
Red River Gorge,Bare Metal Teen,5.12a,V7,-0.22732225084167787
Red River Gorge,Big Money Grip,5.12b,V8,-0.2546296095777993
Red River Gorge,harvest,5.12d,V9,-0.13868992564190524
Red River Gorge,Infectious,5.12b,V8,0.33465774661770625
Red River Gorge,Heart shaped box,5.12c,V9,0.4871693500874231
Red River Gorge,Tuna Town,5.12d,V9,-0.1823366421836462
Red River Gorge,The Verdict,5.12b,V8,-1.366714671135807
Red River Gorge,Check Your Grip,5.12a,V7,-1.8526841312455509
Red River Gorge,Hakuna Matata,5.12a,V7,-2.2310661959081424
Red River Gorge,Whipper Snapper,5.12b,V8,0.019201794433075077
Rumney,The Drillary Step,5.11b,V6,-0.3472120154104721
Grandmother,Grope The Pope,5.11d,V6,1.0293276934578466
Smith Rocks,Magic Light,5.11a,V5,-0.6188135870855189
LCC,Twisted,5.10c,V4,1.0291164407605342
New River Gorge,Flash Point,5.11d,V6,-1.3098763600665797
New River Gorge,Homer Erectus,5.11b,V7,-0.9757025364890369
New River Gorge,Discombobulated,5.11a,V5,-1.5216201125918811
New River Gorge,Legacy,5.11a,V5,-2.0720491560777328
New River Gorge,Totally Tammy,5.10a,V3,-2.459182427333687
New River Gorge,Rico Suave,5.10a,V3,-3.0106530658982984
Summersville Lake,Chewy,5.10b,V3,-1.163198940126346
Obed,Spawn,5.10a,V3,-2.96770549785222
Obed,Shadowhawk,5.9,V2,-2.6575966713802717
Obed,Pet Semetary,5.11a,V5,-1.1156761592668194
Obed,Best Seat in the House,5.9,V2,-2.619740984656007
Obed,Double Feature,5.10c,V4,-2.2894361344958836
Obed,Alchemy,5.11a,V5,-1.9776116489009137
Obed,Pale Face,5.11a,V5,-2.4239188792600728
Obed,Tarantella,5.10a,V3,-3.15944335174501
Obed,Lounge Lizard,5.11b,V5,-1.825647809393865
Obed,Rocking Chair,5.9,V2,-2.5427680197130647
Mt Charleston,Witness This,5.10d,V8,-1.0235799594627815
Mt Charleston,Gun Tower,5.12a,V7,0.6694312416523508
RMNP,Tommy's Arete,5.12a,V7,-0.024972393749199403
Hueco Tanks,Dragonfly low,5.12d,V9,1.8515768856375878
Hueco Tanks,Speed Bump,5.12a,V7,2.078449464168977
Hueco Tanks,Uncut Yogi,5.11d,V6,1.301835457233863
Hueco Tanks,King Cobra,5.11d,V6,1.1208663331846382
American Fork,Teeanova,5.12a,V7,-0.427654337690699
Red Rocks,Glitter Gulch,5.11b,V5,-2.870833116829841
Joe's Valley,Planet of the Apes,5.12a,V7,0.19703842264420898
Red Rocks,Bonaire,5.9,V2,-3.0376083941059298
Rumney,Lions Tigers and Bears,5.11b,V5,-2.712598124290473
HP 40,Sweet Spot,5.12a,V7,1.2717978752132055
HP 40,Kiss,5.12a,V7,1.6134977550554983
Bishop,Hauck a Loogie,5.10a,V3,0.2589209127623065
Sinks Canyon,Stud Alert,5.10c,V4,-2.1426516331668637
Sinks Canyon,Action Candy,5.10a,V3,-2.7057385463868986
Farley,Babies with Rabies,5.13a,V10,1.5550048558490572
Bishop,Shelter From the Storm,5.11d,V6,0.4314662680454439
Bishop,Monkey Hang,5.10a,V3,-0.7486904541930929
Bishop,Big Chicken,5.10c,V4,-0.35501739198817384
Bishop,Solarium,5.10c,V4,-0.011313017081112596
Castle Rock,Deforestation,5.12d,V9,2.3181490425145737
Rumney,Black Mamba,5.11b,V6,-1.7119736625558977
RMNP,Sunspot,5.13b,V11,2.446562023394002
RMNP,Eternia,5.13b,V11,1.924056759942638
Bishop,Fueled by Hate,5.11a,V5,0.15386190285366036
Blowing Rock,Colt 45,5.12a,V7,1.4841860242993836
Grandmother,Mighty Mouse,5.11a,V5,1.5699604587257625
Shelf Road,Hot Beach,5.12a,V7,-1.5375774373806048
Shelf Road,Gravitations,5.11d,V6,-1.4886484399510094
Bishop,The Great Dominions,5.8,V1,-1.17804363743095
Bishop,Mothership Connection,5.10c,V4,1.1038930466563928
Hueco Tanks,The Long Haul,5.12c,V8,1.7137133076473239
Hueco Tanks,Gloria,5.12a,V7,1.6418207939374176
Hueco Tanks,Better beat your sweeties,5.12a,V7,1.007758761906621
Joe's Valley,Unnamed,5.11d,V6,0.6784063709352924
Little Rock City,The Pinch,5.12c,V7,2.5416544523073297
Little Rock City,Blind Spot,5.12a,V7,1.4373267693122598
Rocktown,Iron Claw,5.12a,V7,0.21838183023466085
Rocktown,Lab Rats,5.11d,V6,0.38352768475935534
Rocktown,Bionic Rats,5.12c,V9,2.0718775771486744
Hueco Tanks,Revenge of the Choir Boys,5.12d,V9,1.7825094164420912
Gunks,Boxcar arete,5.12c,V8,2.6291515643756576
Rifle,Bite the bullet,5.13c,V12,2.456937769087712
Rifle,Living in fear,5.13d,V13,2.9714114703063643
Rifle,The anti-phil,5.13b,V11,2.509714591244825
Rifle,Sometimes Always,5.13c,V12,2.7559664145240035
Red Rocks,Here Kitty Kitty,5.11b,V5,-2.123860776141378
Little Rock City,The Wave,5.11d,V6,0.9226258940878898
Little Rock City,Spanky,5.12c,V8,1.7711349173310378
Red Rocks,Native son,5.11b,V6,-1.2959598218817223
Red River Gorge,Steelworker,5.12c,V9,0.2044738211743889
Bishop,Red Rum sd,5.13a,V10,1.8829724820849325
Bishop,Slow Dance,5.13a,V10,2.435317018393831
Hueco Tanks,Double Vision,5.12a,V7,1.5958061127902259
Hueco Tanks,Center El Murray,5.11d,V6,0.7015179827736456
Hueco Tanks,Lobster Claw,5.11a,V5,0.11309112314083039
Hueco Tanks,See Spot Run,5.11d,V6,0.25371650493676623
Hueco Tanks,Something Different,5.12c,V8,0.9909188519591521
Hueco Tanks,The Egg,5.12c,V9,1.9706172846054322
Shelf Road,Tits Up,5.12b,V8,-0.32977186277068055
Hueco Tanks,Crash Dummy,5.12a,V7,0.88139087847598
Joe's Valley,Golden Plates,5.12c,V7,1.1047032440297022
Joe's Valley,Scrawny,5.12a,V7,-0.305690503040072
Joe's Valley,Chips,5.12a,V7,0.09545445354818895
Priest Draw,Stinky Ass,5.12a,V7,1.0660682059032172
Priest Draw,Floor Pie,5.12b,V8,1.513576972448723
Hueco Tanks,Dean's Trip,5.11a,V5,1.2136222802925263
Hueco Tanks,Short Order Cook,5.11d,V6,0.37814663991145
Hueco Tanks,Dragonfly,5.11a,V5,-1.1407491847383922
Ibex,Ju,5.12a,V7,1.5433692411176962
Red River Gorge,Armadillo,5.10d,V5,-3.0442908546094
Little Rock City,Celestial Mechanics,5.12a,V7,1.7668561538915113
Rumney,Flying Hawaiian,5.11b,V5,-0.740109173402261
Pawtuckaway,Dopeman,5.12c,V8,2.114623374436662
Gunks,Jackson Pollock,5.12c,V8,1.546086208888058
Gunks,Dwarf Toss,5.12c,V8,1.1493691084492057
Pawtuckaway,Up in Smoke,5.12a,V7,0.9586066467647463
Pawtuckaway,Red,5.12a,V7,0.9340837865325229
Gunks,Delicate Soul,5.12a,V7,1.6377408506238502
Pawtuckaway,Ride the Lightning,5.11d,V6,0.5071068795084331
Pawtuckaway,Bodacious,5.12a,V7,1.0749444502721481
Gunks,Pat's Pinch,5.12a,V7,1.9180469826879256
Hueco Tanks,Sign of the Cross,5.10a,V3,-0.9378391010987586
Hueco Tanks,Pounding System,5.10c,V4,0.3201288106058804
Joe's Valley,Jitterbug Perfume,5.13a,V10,1.6361349747859888
Joe's Valley,Trent's Mom,5.13a,V10,2.4076397647804297
Gunks,Meaning of Life,5.11b,V5,0.298270478005016
New River Gorge,Narcissus,5.12a,V7,-0.4158323017295006
New River Gorge,Bimbo Shrine,5.11b,V5,-1.5537979336830028
Rocktown,Roughin the Rottweiler,5.12c,V8,1.2493631842449469
Zahnd,Harvest Moon,5.12c,V8,1.3882694519084127
Zahnd,Razor's Edge,5.11d,V6,-0.7886663666353776
Zahnd,Solar Flare,5.12a,V7,0.33744988423248445
Red Rocks,Bucks Muscle World,5.9,V2,-2.8304590047088123
Red Rocks,Gelatin pooch,5.10a,V3,-3.169021484738048
HP 40,Waterloo,5.12c,V8,0.8169411633763848
Rocktown,The Comet,5.12a,V7,1.1511808586491554
New River Gorge,Disturbance,5.11d,V6,-0.7803168068334564
Bishop,Mandala,5.13c,V12,3.13794943970751
Priest Draw,The Receptionist,5.13a,V10,2.4248712169509017
Hueco Tanks,Mojo,5.13a,V10,2.0318568246555317
Joe's Valley,Freak,5.13a,V10,2.2178898428885017
Rocktown,Deception,5.12a,V7,0.8196235458729544
Ibex,Big Gulp,5.12c,V8,1.6236815803687363
Ibex,Blue Flowers,5.12a,V7,1.366225240960942
Bishop,Chizam,5.11a,V5,-0.010738525082782526
Rocktown,Bermuda Triangle,5.12c,V7,0.8253757431868582
Rocktown,Inspired by an Idiot,5.11d,V6,0.6450197376382923
Industrial Wall,Soul Train,5.12b,V8,0.3238252543231185
Black and tan,Minus Five,5.13a,V10,1.320518223450014
Shelf Road,The French Are Here,5.12c,,0.2855528158156322
Ibex,Bruce Lee,5.13a,V10,1.8952879687141613
Smith Rocks,Blackened,5.11d,V6,-0.9522487005151288
Flagstaff,Mongolian Cosmonaut,5.12c,V9,1.2797160048726184
Flagstaff,First Overhang,5.11d,V6,0.7028676576235471
Bishop,Soul Slinger,5.12d,V9,2.6776666284306767
Red Rocks,Choad Warrior,5.12c,V7,0.15179274113140193
Hueco Tanks,Animal Acts,5.11a,V5,-0.35001683449815435
Gunks,Karajo,5.13b,V11,1.8206146756806634
Gunks,Buddha,5.12a,V7,1.096002469960005
Rumney,Masterpiece,5.10a,V3,-2.686842952474749
Bishop,Iron Man,5.10c,V4,-0.4974133833643098
Foster falls,Gas Chamber,5.12d,V9,1.500952813646881
Foster falls,Cock The Hammer,5.12d,V9,1.376723937100315
Foster falls,Eclipse,5.12d,V9,0.6507327004339215
Rumney,?,5.9,V2,-1.8707701166179556
Rocktown,Burst of Joy,5.12d,V9,2.602493401947461
Little Rock City,Castaway,5.12a,V7,2.0113304368412925
Gunks,The Pearl,5.12c,V8,1.6989741045128728
Big Chief,All Guns Blazing,5.13a,V10,1.6198071900666546
Red Rocks,Big Damage,5.12b,V8,0.42829551021742923
HP 40,Great White,5.12a,V7,2.423380700528616
HP 40,Hugs and Kisses,5.12c,V8,2.5528897347257966
HP 40,Millipede,5.11d,V6,2.5543837370759515
Jailhouse,Cell Block,5.13a,V10,2.3928942787731944
Red River Gorge,The High Hard One,5.12d,V9,0.0637832795860219
Jailhouse,Misdemeanor,5.12d,V9,0.9776465969145322
Red River Gorge,Resurrection,5.12c,V8,0.16840833399302604
Red Rocks,New Wave Hookers,5.12c,V9,0.9222947573483276
Red Rocks,Threadfin,5.12c,V8,-0.35526099858782606
Hueco Tanks,Frogger,5.12d,V9,-0.23712378528525024
Flatirons,Turning Point,5.12c,V8,1.9073034280339194
Hueco Tanks,Glass Roof,5.12d,V9,1.6719040571305321
Hueco Tanks,Mr. Serious,5.12c,V8,0.6052464833978605
Hueco Tanks,Hector in a Blender,5.12a,V7,-0.395396014325223
Morrison,CJMD,5.12c,V8,1.7634591179900212
Hueco Tanks,Roughage,5.12a,V7,0.7027620840671942
HP 40,Chattanooga Plow,5.12a,V7,1.4394779013697192
Foster falls,Thieves,5.12b,V8,-1.1750005667108245
HP 40,Cuts Like a Knife,5.11a,V5,-0.8337476866531413
HP 40,The Wood,5.11a,V5,1.2394200872306704
HP 40,700 Club,5.11d,V6,0.014420844923407072
HP 40,Hammerhead,5.11a,V5,-0.030189219908657416
Bishop,Swordfish Trombone,5.13b,V11,1.7000545954397972
Farley,Stereogram,5.13a,V10,1.7197870433139966
Bishop,Last Dance,5.12d,V9,2.0604653615214414
Smith Rocks,Monkey Boy,5.12c,V8,0.9941826011449882
Hueco Tanks,Power of Silence,5.13a,V10,2.665898538492474
HP 40,Skywalker,5.12d,V9,2.566102162816584
Foster falls,The Big Empty,5.13b,V11,2.45853209039699
HP 40,Cadillac Thrills,5.12d,V9,1.8927930537477524
Red River Gorge,Appalachian Spring,5.13a,V10,0.8757873544523852
Rumney,Man Overboard,5.12d,V9,0.8825396867439019
Pawtuckaway,Overlooked,5.10c,V4,0.1700887546884957
Pawtuckaway,Fido,5.11a,V5,-0.5238308321578369
Lincoln Woods,Leap Frog,5.12a,V7,1.57943070920221
Red Rocks,Pablo Diablo,5.12d,V9,2.0588070686283166
Morrison,Helicopter,5.11d,V6,1.4208413636627255
Morrison,Tendonitis Traverse,5.11a,V5,0.6496597052932344
Potrero Chico,Guppie,5.12b,V8,-0.1368233592832512
Foster falls,You Big Dummy,5.12a,V7,-0.3315086126106786
Foster falls,Framed,5.12a,V7,-0.7900874533360457
Little River Canyon,Sodomy,5.11b,,-1.6174945059860049
Foster falls,Handcuffed,5.11d,V6,-0.9542260784294471
Bishop,Therapy,5.12c,V8,1.3278071631334465
Bishop,Pain Grain,5.11a,V5,0.7299271409156295
Mortar rock,Impossible Wall,5.12c,V8,2.3416699663635425
Indian Rock,The Bubble,5.11a,V5,1.3563653124273585
Yosemite,Crossroads Moe,5.11d,V6,1.138313160007243
New River Gorge,Fly Girls,5.12a,V7,-0.8245154876602032
Summersville Lake,Narcissus,5.12a,V7,-0.13396081414441502
Rocktown,Splash Back,5.11d,V6,0.3778712950136443
Rocktown,New Sheriff in Town,5.11a,V5,0.7510391103679879
Rocktown,Croc Bloc,5.11a,V5,0.2180692528357304
Rocktown,Pythagorean Theorem,5.11a,V5,-0.2993021704319986
Rocktown,Full Circle,5.11a,V5,-0.9168285663106043
HP 40,Slabolicious,5.11d,V6,1.781716524001812
HP 40,Warning Signs,5.11d,V6,-0.30267757404775714
HP 40,VIP,5.11a,V5,0.49074085821414914
HP 40,Thumbalina,5.11a,V5,-0.30786336670902154
HP 40,Beach,5.10c,V4,1.3101278070798383
HP 40,Lowdown,5.10c,V4,-0.25849779508703835
Hueco Tanks,Hobbit in a Blender,5.11a,V5,-0.6881666527398514
Hueco Tanks,Meat Maker,5.11a,V5,-0.6992565155561209
Hueco Tanks,Jigsaw Puzzle,5.11a,V5,-0.3351995883109405
Hueco Tanks,El Burro,5.10a,V3,-0.5464062109653277
Hueco Tanks,Left el Murray,5.11d,V6,0.9281689035196035
Red Rocks,The Glitch,5.12c,V9,1.679956002181408
Rocktown,Helicopter,5.11d,V6,-0.4097710101180695
Foster falls,Kill or Be Killed,5.13c,V12,2.2209767510953577
Bishop,The Knobs,5.11a,V5,0.4102761481869198
Red Rocks,Beyond Reason,5.13b,V11,2.2353926957317927
Bishop,Gleaming The Cube,5.11d,V6,0.5097318517314167
HP 40,Permanent Scream,5.11a,V5,1.0385126295929492
Potrero Chico,Habanero,5.12b,V8,-1.4865367768658886
New River Gorge,Fall Line,5.12b,V8,0.11719011169656733
Carter Lake,Rocky Top,5.10c,V4,-0.7175987255741941
Joshua Tree,Double Cross,5.7,V1,-2.2442455576120954
Hueco Tanks,Barefoot on Sacred Ground,5.13c,V12,2.9244929455468722
Smith Rocks,More Sandy Than Kevin,5.10d,V5,-2.1308193759462424
Little Rock City,Grimace,5.12c,V8,0.9844756108817573
Shelf Road,The Hurricane,5.12b,V8,-0.2758807989198703
VRG,Bowser Wowser,5.13a,V10,1.6326046132370156
Red River Gorge,Crime Time,5.12d,V9,0.011710006146401854
Red River Gorge,The Flux Capacitor,5.12d,V9,-0.42076182124486355
Red River Gorge,Fourty Ounces of Justice,5.13a,V10,0.20997295617700928
Red River Gorge,convicted,5.13a,V10,1.8746711441494885
Joshua Tree,All Washed Up,5.12a,V7,1.7631682729268696
Rumney,Thin Man,5.13b,V11,2.2949033640278236
Red Rocks,Running Amuck,5.10c,V4,-2.5911215940907346
Bishop,Junior's Achievement,5.12c,V8,1.6896278092964099
Chuckawalla,Three Bars Black,5.13b,V11,2.400714244618083
Joe's Valley,Finger Hut,5.13a,V10,1.7097480747825413
LCC,Barfly,5.12c,V9,1.269694324594127
Obed,Tierrany,5.12a,V7,-1.1834378258141478
Little Rock City,Space,5.12c,V8,2.437860252832554
Hueco Tanks,Ides of March,5.11d,V6,-1.7453867907373979
Red Rocks,Caustic,5.11b,V5,-1.917287858289337
Red Rocks,Scorpions,5.11a,V5,-2.5815004059199858
Red Rocks,Turtle Wax,5.11b,V5,-1.5903481611097552
Red Rocks,Just Shut Up and Climb,5.11a,V5,-2.5988508270254393
Red Rocks,Slave to the Grind,5.11b,V5,-2.667583765440602
Red Rocks,Under the Boardwalk,5.11a,V5,-2.177748794480927
Red Rocks,Have a beer with fear,5.11a,V5,-2.112243814516945
Red Rocks,Baseboy direct,5.11a,V5,-2.1055900264313943
Red Rocks,Rebel Without a Pause,5.11a,V5,-1.2825800209745064
Red Rocks,Burros don't gamble,5.10c,V4,-2.4500175884142434
Bishop,Corporation Pop,5.10a,V3,-2.3481924233127196
Red Rocks,Sunsplash,5.13b,V11,2.2048022389688846
Hueco Tanks,Dry Dock,5.12a,V7,2.4531597106411476
Yosemite,Hammerhead,5.11a,V5,-0.9199526320808123
Joe's Valley,Mono E Mono,5.11a,V5,-3.055192122438136
Joe's Valley,Maxipad,5.11d,V6,0.916070476237175
Joe's Valley,Cave Man,5.10c,V4,-0.9194177801526855
Chuckawalla,Still Waiting,5.12a,V7,-2.2380162877388754
Chuckawalla,Pilgrimage,5.12a,V7,-1.9881570502267891
Bishop,Molly,5.11a,V5,0.8021878502662104
Hueco Tanks,Walrus in a Blender,5.11a,V5,0.27827866438554805
Obed,Addiction to Friction,5.12d,V9,1.198543723783264
Obed,Rage,5.12c,V9,1.7814325122149715
Obed,Jungle Jane,5.12a,V7,-2.0123814678132046
Obed,Solstice,5.12a,V7,0.11155218917841817
Gunks,Cream Cheese,5.11d,V6,0.6488678839394518
Pawtuckaway,The Rose,5.12a,V7,1.3865593764367292
Red Rocks,Gimme back my bullets,5.12a,V7,-0.8607550994246939
Red Rocks,Steep Thrills,5.12a,V7,-1.114638182500979
Lincoln Woods,Heart of Glass,5.10c,V4,1.338850233616361
